termo,site,ano,titulo,data,link,contents,sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg
pinhal,www.cmjornal.pt,2017,Susto em avião atrasa concerto de António Zambujo - Portugal - Correio da Manhã,2017-05-22 00:45:50,https://arquivo.pt/noFrame/replay/20170522004550/http://www.cmjornal.pt/portugal/detalhe/susto-em-aviao-atrasa-concerto-de-antonio-zambujo?ref=Portugal_BlocoTopoPagina,ocantor antónio zambujo outros passageiros ontem manhã abandonar avião tap destino paris antes descolar pista aeroporto humberto delgado lisboa revelou problemas segurança resultantes embate veículo abastecedor combustível autor sucessos pica viajava frança participar festival jazz coutances cerca três horas meia distância capital cação tour manager cantor viajava avião disse aocmque pilotos chamaram manutenção aeroporto porque notaram problema avião havido choque veículo abastecimento combustível rapidamente surgiu outro avião transbordo passageiros partimos duas horas quinze minutos atraso relatou tiago cação feridos incidentes antónio zambujo chegou paris fez viagem terra coutances festival atrasou início concertos devido incidente pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.7506,0.051,0.949,0.0
pinhal,www.cmjornal.pt,2017,Susto em avião atrasa concerto de António Zambujo - Portugal - Correio da Manhã,2017-05-22 00:46:10,https://arquivo.pt/noFrame/replay/20170522004610/http://www.cmjornal.pt/portugal/detalhe/susto-em-aviao-atrasa-concerto-de-antonio-zambujo?ref=Portugal_BlocoTopoPagina&act=0&est=Aberto,ocantor antónio zambujo outros passageiros ontem manhã abandonar avião tap destino paris antes descolar pista aeroporto humberto delgado lisboa revelou problemas segurança resultantes embate veículo abastecedor combustível autor sucessos pica viajava frança participar festival jazz coutances cerca três horas meia distância capital cação tour manager cantor viajava avião disse aocmque pilotos chamaram manutenção aeroporto porque notaram problema avião havido choque veículo abastecimento combustível rapidamente surgiu outro avião transbordo passageiros partimos duas horas quinze minutos atraso relatou tiago cação feridos incidentes antónio zambujo chegou paris fez viagem terra coutances festival atrasou início concertos devido incidente pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.7506,0.051,0.949,0.0
pinhal,www.cmjornal.pt,2017,Fogo de Alvaiázere com frente em direção a Ferreira do Zêzere - Vídeos - Correio da Manhã,2017-08-13 20:51:31,https://arquivo.pt/noFrame/replay/20170813205131/http://www.cmjornal.pt/multimedia/videos/detalhe/fogo-de-alvaiazere-com-frente-em-direcao-a-ferreira-do-zezere?ref=HP_Multimedia,pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,,2017-04-12 18:54:14,https://arquivo.pt/noFrame/replay/20170412185414/http://www.cmjornal.pt/cm-ao-minuto/imprimir/seis-municipios-organizam-circuito-de-pesca-aldeias-do-xisto?ref=hp_tickercmaominuto,pub primeiro circuito pesca aldeias xisto envolve seis autarquias apresenta prémio monetário euros arranca dia maio proposta município pedrógão grande câmara pedrógão grande explica nota imprensa enviada agência lusa trata prova internacional pesca embarcada achigã promete colocar albufeira cabril principais palcos pesca achigã portugal referência mundial desta competição circuito engloba seis concelhos zona pinhal oleiros pampilhosa serra pedrógão grande figueiró vinhos vila rei sertã conta apoio adxtur enquanto agência turismo aldeias xisto capital importância organização apoio fundos comunitários projeção internacional deste evento refere nota,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,‘Xico da Junta’ enterrou 40 vítimas do fogo - Portugal - Correio da Manhã,2017-06-24 06:23:34,https://arquivo.pt/noFrame/replay/20170624062334/http://www.cmjornal.pt/portugal/detalhe/xico-da-junta-enterrou-40-vitimas-do-fogo?ref=Sociedade_BlocoFimPagina&act=0&est=Aberto,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,‘Xico da Junta’ enterrou 40 vítimas do fogo - Portugal - Correio da Manhã,2017-06-24 06:23:11,https://arquivo.pt/noFrame/replay/20170624062311/http://www.cmjornal.pt/portugal/detalhe/xico-da-junta-enterrou-40-vitimas-do-fogo?ref=Sociedade_BlocoFimPagina,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,"Piscina do 'The Yeatman', em Gaia, eleita a mais bela da Europa - Sociedade - Correio da Manhã",2017-05-05 21:07:18,https://arquivo.pt/noFrame/replay/20170505210718/http://www.cmjornal.pt/sociedade/detalhe/piscina-do-the-yeatman-em-gaia-eleita-a-mais-bela-da-europa?ref=HP_boavida,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,"Piscina do 'The Yeatman', em Gaia, eleita a mais bela da Europa - Sociedade - Correio da Manhã",2017-05-05 21:07:49,https://arquivo.pt/noFrame/replay/20170505210749/http://www.cmjornal.pt/sociedade/detalhe/piscina-do-the-yeatman-em-gaia-eleita-a-mais-bela-da-europa?ref=HP_boavida&act=0&est=Aberto,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,Acidente com camião corta A1 em Vila Franca de Xira - Portugal - Correio da Manhã,2017-12-21 18:13:05,https://arquivo.pt/noFrame/replay/20171221181305/http://www.cmjornal.pt//portugal/detalhe/transito--acidente-com-camiao-corta-a1-no-sentido-norte-sul-em-vila-franca-de-xira,despiste veículo pesado mercadorias levou corte autoestrada norte alhandra vila franca xira sentido informou destacamento trânsito guarda nacional republicana gnr explicou lusa fonte destacamento trânsito carregado gnr despiste veículo pesado mercadorias seguido capotamento ocupou três vias alhandra vila franca xira momento indicações vítimas acrescentou mesma fonte autoridades desconheciam existência outras viaturas envolvidas acidente admitiam libertação vias possível menos duas horas após gnr aconselha automobilistas utilizarem alternativa saída carregado desviando circular regional exterior lisboa retomando iframe https true true despiste veículo pesado mercadorias levou corte autoestrada norte alhandra vila franca xira sentido informou destacamento trânsito guarda nacional republicana gnr explicou lusa fonte destacamento trânsito carregado gnr despiste veículo pesado mercadorias seguido capotamento ocupou três vias alhandra vila franca xira momento indicações vítimas acrescentou mesma fonte leras autoridades desconheciam existência outras viaturas envolvidas acidente admitiam libertação vias possível menos duas horas após gnr aconselha automobilistas utilizarem alternativa saída carregado desviando circular regional exterior lisboa retomando iframe https true true pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.8807,0.059,0.941,0.0
pinhal,www.cmjornal.pt,2017,Liliana Aguiar revoltada com Zeca - Famosos - Correio da Manhã,2017-03-22 02:11:26,https://arquivo.pt/noFrame/replay/20170322021126/http://www.cmjornal.pt/famosos/detalhe/liliana-aguiar-revoltada-com-zeca?Ref=DET_noticiasceccao,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,Liliana Aguiar revoltada com Zeca - Famosos - Correio da Manhã,2017-03-22 02:11:46,https://arquivo.pt/noFrame/replay/20170322021146/http://www.cmjornal.pt/famosos/detalhe/liliana-aguiar-revoltada-com-zeca?Ref=DET_noticiasceccao&act=0&est=Aberto,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,Portugal arranca mundial de sub-20 com derrota frente à Zâmbia - Futebol - Correio da Manhã,2017-05-22 01:35:32,https://arquivo.pt/noFrame/replay/20170522013532/http://www.cmjornal.pt/desporto/futebol/detalhe/portugal-arranca-mundial-de-sub-20-com-derrota-frente-a-zambia,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,Portugal arranca mundial de sub-20 com derrota frente à Zâmbia - Futebol - Correio da Manhã,2017-05-22 01:36:02,https://arquivo.pt/noFrame/replay/20170522013602/http://www.cmjornal.pt/desporto/futebol/detalhe/portugal-arranca-mundial-de-sub-20-com-derrota-frente-a-zambia?Ref=DET_noticiasceccao&act=0&est=Aberto,pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.0,0.0,1.0,0.0
pinhal,www.cmjornal.pt,2017,Fernando Santos admite problemas na esquerda - Cm ao Minuto - Correio da Manhã,2017-06-24 01:51:33,https://arquivo.pt/noFrame/replay/20170624015133/http://www.cmjornal.pt/cm-ao-minuto/detalhe/confederacoes-luis-neto-rejeita-qualquer-facilitismo-frente-a-nova-zelandia?Ref=DET_noticiasceccao&act=0&est=Aberto,selecionador fernando santos admitiu portugal poderá alinhar defesa esquerdo origem frente nova zelândia sábado taça confederações futebol confirmou vai voltar fazer alterações inicial raphael guerreiro vai felizmente lesão tão grave parecia continua connosco poderá ainda jogar torneio eliseu síndrome gripal estado tratamentos vamos esperar horas jogar confiança absoluta afirmou fernando técnico anos falava jornalistas estádio krestovsky petersburgo conferência imprensa antevisão encontro terceira última jornada grupo torneio lerdepois ter feito quatro alterações jogo rússia vitória fernando santos assumiu vai voltar mexer principalmente devido pouco tempo intervalo havido jogos duelo nova zelândia vai terceiro apenas sete dias alguma rotação sempre existir farei análise jogadores ver sentem preocupa sempre bem qualquer opção felizmente mim vou revelar mudanças irei senão estaria dar trunfos adversários explicou selecionador vai dar passinho cada vez fernando santos quer portugal dar passinho cada vez taça confederações futebol tropeçar cair estrondo competição prefiro dar passinho cada vez chegar triunfo final damos muitos passos podemos cair tropeçar acabamos mal primeiro precisamos chegar lá penso nisso afirmou selecionador português norma confiança máxima respeito concentração total fazer objetivo sempre chegar limite vitória fernando santos nova zelândia equipa lutadora forte fisicamente mostrou último jogo méxico derrota pode dificultar vida portugal complicou jogo méxico resultado podia ter sido outro preciso ter muita atenção equipa pode criar surpresas podemos surpreendidos selecionador português mostrou preocupado possível mau estado relvado estádio krestovsky levou portugal nova zelândia poderem efetuar habitual treino adaptação palco jogo sei relvado vai melhores condições penso deve más condições situação nova equipas têm adaptar importante arranjar antecipadamente problemas próprios jornalista neozelandês informou fernando santos país ansioso ver seleção defrontar cristiano ronaldo situação técnico achou habitual quatro milhões neozelandeses querem ver ronaldo jogar querem ver cristiano ronaldo neto rejeita qualquer facilitismo frente nova zelândiao defesa luís neto garantiu hoje sábado portugal vai facilitar frente nova zelândia apesar superfavorito admitiu especial jogar petersburgo taça confederações futebol existe facilitismo presunçosos confiantes acreditamos potencial sempre desrespeitar adversário queremos ganhar fazer bom jogo afirmou luís neto representa zenit defesa central falava jornalistas estádio krestovsky conferência imprensa antevisão encontro terceira última jornada grupo torneio campeões jogo aqui quatro anos meio casa portugal sempre bem serviço defesas centrais aprendido seleção preparado jogar estarei sempre espreita oportunidade dar melhor disse jogador assumiu portugal objetivo assegurar passagem primeiro lugar grupo espera regressar petersburgo jogo final taça confederações julho pensamos apenas jogo nova zelândia esperamos vencer vamos tentar cá voltar estádio imponente apenas fizemos zenit dois jogos aqui estádio boa acústica bom ambiente considerou central formado grupo portugal segundo lugar quatro pontos atrás méxico quatro golo marcado rússia segue três enquanto nova zelândia nova agendado horas lisboa arbitragem mark geiger pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.296,0.008,0.986,0.006
pinhal,www.cmjornal.pt,2017,Fernando Santos admite problemas na esquerda - Cm ao Minuto - Correio da Manhã,2017-06-24 01:51:02,https://arquivo.pt/noFrame/replay/20170624015102/http://www.cmjornal.pt/cm-ao-minuto/detalhe/confederacoes-luis-neto-rejeita-qualquer-facilitismo-frente-a-nova-zelandia?Ref=DET_noticiasceccao,selecionador fernando santos admitiu portugal poderá alinhar defesa esquerdo origem frente nova zelândia sábado taça confederações futebol confirmou vai voltar fazer alterações inicial raphael guerreiro vai felizmente lesão tão grave parecia continua connosco poderá ainda jogar torneio eliseu síndrome gripal estado tratamentos vamos esperar horas jogar confiança absoluta afirmou fernando técnico anos falava jornalistas estádio krestovsky petersburgo conferência imprensa antevisão encontro terceira última jornada grupo torneio lerdepois ter feito quatro alterações jogo rússia vitória fernando santos assumiu vai voltar mexer principalmente devido pouco tempo intervalo havido jogos duelo nova zelândia vai terceiro apenas sete dias alguma rotação sempre existir farei análise jogadores ver sentem preocupa sempre bem qualquer opção felizmente mim vou revelar mudanças irei senão estaria dar trunfos adversários explicou selecionador vai dar passinho cada vez fernando santos quer portugal dar passinho cada vez taça confederações futebol tropeçar cair estrondo competição prefiro dar passinho cada vez chegar triunfo final damos muitos passos podemos cair tropeçar acabamos mal primeiro precisamos chegar lá penso nisso afirmou selecionador português norma confiança máxima respeito concentração total fazer objetivo sempre chegar limite vitória fernando santos nova zelândia equipa lutadora forte fisicamente mostrou último jogo méxico derrota pode dificultar vida portugal complicou jogo méxico resultado podia ter sido outro preciso ter muita atenção equipa pode criar surpresas podemos surpreendidos selecionador português mostrou preocupado possível mau estado relvado estádio krestovsky levou portugal nova zelândia poderem efetuar habitual treino adaptação palco jogo sei relvado vai melhores condições penso deve más condições situação nova equipas têm adaptar importante arranjar antecipadamente problemas próprios jornalista neozelandês informou fernando santos país ansioso ver seleção defrontar cristiano ronaldo situação técnico achou habitual quatro milhões neozelandeses querem ver ronaldo jogar querem ver cristiano ronaldo neto rejeita qualquer facilitismo frente nova zelândiao defesa luís neto garantiu hoje sábado portugal vai facilitar frente nova zelândia apesar superfavorito admitiu especial jogar petersburgo taça confederações futebol existe facilitismo presunçosos confiantes acreditamos potencial sempre desrespeitar adversário queremos ganhar fazer bom jogo afirmou luís neto representa zenit defesa central falava jornalistas estádio krestovsky conferência imprensa antevisão encontro terceira última jornada grupo torneio campeões jogo aqui quatro anos meio casa portugal sempre bem serviço defesas centrais aprendido seleção preparado jogar estarei sempre espreita oportunidade dar melhor disse jogador assumiu portugal objetivo assegurar passagem primeiro lugar grupo espera regressar petersburgo jogo final taça confederações julho pensamos apenas jogo nova zelândia esperamos vencer vamos tentar cá voltar estádio imponente apenas fizemos zenit dois jogos aqui estádio boa acústica bom ambiente considerou central formado grupo portugal segundo lugar quatro pontos atrás méxico quatro golo marcado rússia segue três enquanto nova zelândia nova agendado horas lisboa arbitragem mark geiger pub pub pub pub copyright direitos reservados expressamente proíbida reprodução totalidade parte qualquer tipo suporte prévia permissão escrito cofina media grupo cofina consulte ascondições legais utilização,0.296,0.008,0.986,0.006
pinhal,www.sapo.pt,2017,CNTT: Ricardo Carvalho venceu no Pinhal - Motores — SAPO,2017-06-20 17:21:22,https://arquivo.pt/noFrame/replay/20170620172122/http://www.sapo.pt/noticias/motores/cntt-ricardo-carvalho-venceu-no-pinhal_5948e3f7bee5262b35d74658,novo triunfo motores motosport ricardo carvalho novamente piloto yamaha destaque baja tt pinhal quinta ronda campeonato nacional todo terreno carvalho terminou prova segundo lugar absoluto venceu classe open taça promovida yamaha motor portugal dedicada modelo yxz quinta jornada taça yamaha yxz classe stock continua somar vencedores distintos prova atrás prova desta vez triunfo pertenceu mauro silva acompanhado luís total quilómetros cronometrados baja tt pinhal contou participantes inscritos nesta competição monomarca classe open ricardo carvalho terminou prova organizada escuderia castelo branco vantagem sobre dupla mário engeitado marco joão silva classificaram posições imediatas frente veterano antónio classe stock onde mauro silva liderou início fim fernando pinheiro gonçalo félix lado segundo classificado frente dupla luís cinco provas classe open liderada ricardo carvalho pontos seguido marco silva mário franco classe stock primeira posição ocupada agora fernando pinheiro pontos enquanto posições seguintes josé manescas luís vaz taça yamaha yxz regressa setembro altura disputa baja idanha nesta quinta jornada taça yamaha yxz classe stock continua somar vencedores distintos prova atrás prova desta vez triunfo pertenceu mauro silva acompanhado luís godinho total quilómetros cronometrados baja tt pinhal contou participantes inscritos nesta competição monomarca classe open ricardo carvalho terminou prova organizada escuderia castelo branco vantagem sobre dupla mário engeitado marco joão silva classificaram posições imediatas frente veterano antónio ferreira classe stock onde mauro silva liderou início fim fernando pinheiro gonçalo félix lado segundo classificado frente dupla luís loureiro após cinco provas classe open liderada ricardo carvalho pontos seguido marco silva mário franco classe stock primeira posição ocupada agora fernando pinheiro pontos enquanto posições seguintes josé manescas luís vaz taça yamaha yxz regressa setembro altura disputa baja idanha direitos reservados sapo marca motor busca criados universidade aveiro,0.0,0.0,1.0,0.0
pinhal,www.sapo.pt,2017,CNTT: Taça Yamaha na Baja TT do Pinhal - Motores — SAPO,2017-06-19 17:47:27,https://arquivo.pt/noFrame/replay/20170619174727/http://www.sapo.pt/noticias/motores/cntt-taca-yamaha-na-baja-tt-do-pinhal_59427d19e728d79769bc4e33,ricardo carvalho lidera troféu dedicado modelo yxz motores motosport vilas sertã oleiros vão receber fim semana jornada taça yamaha dedicada modelo yxz dias junho vai baja tt pinhal quinta prova desta competição promovida yamaha motor portugal insere campeonato nacional prova ricardo carvalho agora lidera classe open venceu forma absoluta conquistando saboroso triunfo certamente pretende salientar quatro corridas inaugurais variaram chuva lama nevoeiro duas primeiras enquanto calor pó imperaram pistas serranas interior algarvio prova alentejana duas classes open stock taça yamaha liderada primeira ricardo carvalho venceu três quatro provas disputadas seguido agora marco silva estreante marco pereira mário franco venceu loulé antónio ferreira fortes adversários classe onde pontua dorothee ferreira venceu taça senhoras cntt duas corridas classe stock josé manescas lidera primeiro segundo lugar terceiro lugar frente fernando pinheiro vencedor reguengos jovem luís vaz regista dois segundos lugares álvaro oliveira venceu loulé ocupa quarta posição classe yamaha yxz próximo veículo série onde compete tânia diogo venceu taça senhoras cntt loulé prova ricardo carvalho agora lidera classe open venceu forma absoluta conquistando saboroso triunfo certamente pretende repetir salientar quatro corridas inaugurais variaram chuva lama nevoeiro duas primeiras enquanto calor pó imperaram pistas serranas interior algarvio prova alentejana sucedeu dividido duas classes open stock taça yamaha liderada primeira ricardo carvalho venceu três quatro provas disputadas seguido agora marco silva estreante marco pereira mário franco venceu loulé antónio ferreira fortes adversários classe onde pontua dorothee ferreira venceu taça senhoras cntt duas corridas iniciais classe stock josé manescas lidera primeiro segundo lugar terceiro lugar frente fernando pinheiro vencedor reguengos jovem luís vaz regista dois segundos lugares álvaro oliveira venceu loulé ocupa quarta posição classe yamaha yxz próximo veículo série onde compete tânia diogo venceu taça senhoras cntt loulé direitos reservados sapo marca motor busca criados universidade aveiro,0.0,0.0,1.0,0.0
pinhal,www.sapo.pt,2017,Yamaha YZ 450F de 2018 – Ficha Técnica - Motores — SAPO,2017-06-15 18:21:43,https://arquivo.pt/noFrame/replay/20170615182143/http://www.sapo.pt/noticias/motores/yamaha-yz-450f-de-2018-ficha-tecnica_594114c66a75da122d7a0428,ficha técnica nova yamaha yz motores motosport direitos reservados sapo marca motor busca criados universidade aveiro,0.0,0.0,1.0,0.0
pinhal,www.sapo.pt,2017,Yamaha Oficial XSR700 Yard Built da WalzWerk Racing – “Apex Ruler” - Motores — SAPO,2017-06-19 17:15:48,https://arquivo.pt/noFrame/replay/20170619171548/http://www.sapo.pt/noticias/motores/yamaha-oficial-xsr700-yard-built-da-walzwerk-_5947d914a68489337766b44d,yamaha oficial alemanha apresentou dentro programa yard built apex ruler construída marcus walz walzwerk racing dentro estilo tracker apex ruler walzwerk racing moto divertida conduzir motores motosport yamaha oficial alemanha apresentou dentro programa yard built apex ruler construída marcus walz walzwerk racing dentro estilo tracker apex ruler walzwerk racing moto divertida inúmeras peças topo tal jantes carbono rotobox montam pneus pirelli supercorsa competição escape completo suspensões wilbers frente atrás guiador tubos travão disco lsl conversão racing transmissão corrente caixa ar dna power comander v mini velocímetro moto gadget muitas outras peças especiais nível ciclística fibras baquet paineis laterais painel número frontal integra luzes led produzidos manualmente chapa alumínio pintura depósito inspirada primeiras rds tempos yamaha acabamento metálico camadas verniz trabalho realizado chiko pforzheim design bloco speed pintado apex ruler apresentada oficialmente evento wheels and waves biarritz dias atrás enorme sucesso sendo modelo único marc recebeu encomendas unidades idênticas durante fim semana wheels and desse sucesso fez marc considerasse possibilidade realizar edição especial unidades apex ruler cada cor diferente baseadas cores ymaha anos considerada possibilidade realizar espécie kit queira personalizar informações contactar marcus através email info fotosver galeria equipada inúmeras peças topo tal jantes carbono rotobox montam pneus pirelli supercorsa competição escape completo suspensões wilbers frente atrás guiador tubos travão disco lsl conversão racing transmissão corrente caixa ar dna power comander v mini velocímetro moto gadget muitas outras peças especiais exclusivas nível ciclística fibras baquet paineis laterais painel número frontal integra luzes led produzidos manualmente chapa alumínio pintura depósito inspirada primeiras rds tempos yamaha acabamento metálico camadas verniz trabalho realizado chiko pforzheim design bloco speed pintado manualmente apex ruler apresentada oficialmente evento wheels and waves biarritz dias atrás enorme sucesso sendo modelo único marc recebeu encomendas unidades idênticas durante fim semana wheels and waves fruto desse sucesso fez marc considerasse possibilidade realizar edição especial unidades apex ruler cada cor diferente baseadas cores ymaha anos considerada possibilidade realizar espécie kit queira personalizar informações contactar marcus através email info galeria fotos ver galeria direitos reservados sapo marca motor busca criados universidade aveiro,0.34,0.01,0.99,0.0
pinhal,www.sapo.pt,2017,MotoGP: O contra-senso da Yamaha - Motores — SAPO,2017-06-19 17:48:59,https://arquivo.pt/noFrame/replay/20170619174859/http://www.sapo.pt/noticias/motores/motogp-o-contra-senso-da-yamaha_5941753141fa040c2d98a48b,muitas críticas após grande prémio catalunha motores motosport cinzenta exibição yamaha grande prémio catalunha deixou marcas valentino rossi maverick viñales durante corrida dois pilotos rodaram sempre longe lugares frente acabaram ver bandeira xadrez oitava posições respetivamente viñales segurar comando campeonato apenas sete pontos face andrea dovizioso venceu barcelona segunda prova consecutiva final contenda tanto rossi viñales extravasaram desilusão face resultado obtido opiniões diferentes sobre aconteceu pista deixa peculiar provocado alguma confusão junto responsáveis rossi lançou farpas versão afirmando máquina corresponde essência yamaha além ter criticado excesso subviragem moto nipónica consequências pouca aderência pneu traseiro críticas duras parte transalpino desde início ano parece adaptado nova assim feito durante primeira metade época pequenos milagres fazendo uso toda qualidade experiência classe maverick viñales venceu três vezes bastante claro afirmar problema moto sim noutro aspecto claramente pneus disponibilizados michelin fornecedor exclusivo pneus motogp tantas vezes longo deste último ano meio sido alvo crítica parte pilotos equipas espanhol ainda longe afirmando totalmente desmotivado corrida acabara realizar efeitos seguramente pensamento diferença opiniões parece mostrar nenhum pilotos yamaha dono razão absoluta sobre sucedeu circuito contudo marca nipónica perdeu tempo logo dia seguir grande prémio catalunha aproveitou teste oficial mesma pista utilizar novo chassis bem nova competitivo durante dia tendo sido segundo veloz enquanto rossi lento final teste satisfeito apesar ter sublinhado problemas ainda resolvidos após conclusão primeira metade época yamaha nomeadamente através maverick viñales parece ligeiro degrau acima concorrência desempenhos modestos verificados grande prémio espanha crítica pneus voltou realidade catalunha poderão ocorrer muitas vezes pois concorrência ducati honda mostrou espreita pronta capitalizar qualquer deslize venha gp holanda onde certamente viñales rossi quererão mostrar ordem campeonato restabelecida tal aconteceu seguir gp espanha onde gp frança dois pilotos deram hipóteses concorrência lutando si vitória derradeira volta final contenda tanto rossi viñales extravasaram desilusão face resultado obtido opiniões diferentes sobre aconteceu pista deixa peculiar provocado alguma confusão junto responsáveis iwata valentino rossi lançou farpas versão afirmando máquina corresponde essência yamaha além ter criticado excesso subviragem moto nipónica consequências pouca aderência pneu traseiro críticas duras parte transalpino desde início ano parece adaptado nova assim feito durante primeira metade época pequenos milagres fazendo uso toda qualidade experiência classe rainha maverick viñales venceu três vezes bastante claro afirmar problema moto sim noutro aspecto claramente pneus disponibilizados michelin fornecedor exclusivo pneus motogp tantas vezes longo deste último ano meio sido alvo crítica parte pilotos equipas espanhol ainda longe afirmando totalmente desmotivado corrida acabara realizar efeitos seguramente pensamento quente diferença opiniões parece mostrar nenhum pilotos yamaha dono razão absoluta sobre sucedeu circuito contudo marca nipónica perdeu tempo logo dia seguir grande prémio catalunha aproveitou teste oficial mesma pista utilizar novo chassis bem nova carenagem viñales competitivo durante dia tendo sido segundo veloz enquanto rossi lento final teste satisfeito apesar ter sublinhado problemas ainda resolvidos praticamente após conclusão primeira metade época yamaha nomeadamente através maverick viñales parece ligeiro degrau acima concorrência desempenhos modestos verificados grande prémio espanha crítica pneus voltou realidade catalunha poderão ocorrer muitas vezes pois concorrência ducati honda mostrou espreita pronta capitalizar qualquer deslize yamaha venha gp holanda onde certamente viñales rossi quererão mostrar ordem campeonato restabelecida tal aconteceu seguir gp espanha onde gp frança dois pilotos deram hipóteses concorrência lutando si vitória derradeira volta direitos reservados sapo marca motor busca criados universidade aveiro,0.7184,0.013,0.987,0.0
