termo,site,ano,titulo,data,link
incêndio,www.cmjornal.pt,2017,Morre poucas semanas após se assumir gay no YouTube - Mundo - Correio da Manhã,2017-03-08 22:51:13,https://arquivo.pt/noFrame/replay/20170308225113/http://www.cmjornal.pt/mundo/detalhe/morre-poucas-semanas-apos-se-assumir-gay-no-youtube
incêndio,www.cmjornal.pt,2017,"Seis municípios organizam ""Circuito de Pesca Aldeias do Xisto"" - Cm ao Minuto - Correio da Manhã",2017-04-12 19:29:50,https://arquivo.pt/noFrame/replay/20170412192950/http://www.cmjornal.pt/cm-ao-minuto/detalhe/seis-municipios-organizam-circuito-de-pesca-aldeias-do-xisto?ref=Bloco_CMAoMinuto&act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Benfica perde final da UEFA Youth League - Fotogalerias - Correio da Manhã,2017-04-25 04:47:39,https://arquivo.pt/noFrame/replay/20170425044739/http://www.cmjornal.pt/desporto/futebol/detalhe/benfica-perde-final-da-uefa-youth-league?ref=Portugal_BlocoFimPagina&act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Benfica perde final da UEFA Youth League - Futebol - Correio da Manhã,2017-04-25 01:41:02,https://arquivo.pt/noFrame/replay/20170425014102/http://www.cmjornal.pt/desporto/futebol/detalhe/benfica-perde-final-da-uefa-youth-league
incêndio,www.cmjornal.pt,2017,Benfica goleado por 5-1 em jogo particular com equipa da Suíça - Cm ao Minuto - Correio da Manhã,2017-07-16 20:15:51,https://arquivo.pt/noFrame/replay/20170716201551/http://www.cmjornal.pt/cm-ao-minuto/detalhe/young-boys-goleia-benfica-apos-reviravolta
incêndio,www.cmjornal.pt,2017,Ataque à faca faz oito mortos na China - Mundo - Correio da Manhã,2017-02-25 11:03:07,https://arquivo.pt/noFrame/replay/20170225110307/http://www.cmjornal.pt/mundo/detalhe/ataque-a-faca-na-regiao-chinesa-do-xinjiang-deixa-oito-mortos
incêndio,www.cmjornal.pt,2017,Portugal vai acolher 30 yazidi nas próximas semanas - Cm ao Minuto - Correio da Manhã,2017-01-26 04:50:43,https://arquivo.pt/noFrame/replay/20170126045043/http://www.cmjornal.pt/cm-ao-minuto/detalhe/portugal-vai-acolher-30-pessoas-yazidi-nas-proximas-semanas?ref=sociedade_outras
incêndio,www.cmjornal.pt,2017,Zulmira Ferreira revoltada com dívida - Famosos - Correio da Manhã,2017-04-10 18:48:31,https://arquivo.pt/noFrame/replay/20170410184831/http://www.cmjornal.pt/famosos/detalhe/zulmira-ferreira-revoltada-com-divida
incêndio,www.cmjornal.pt,2017,Zulmira Ferreira revoltada com dívida - Famosos - Correio da Manhã,2017-04-10 18:48:51,https://arquivo.pt/noFrame/replay/20170410184851/http://www.cmjornal.pt/famosos/detalhe/zulmira-ferreira-revoltada-com-divida?act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Veio o Zeca Diabo - José Diogo Quintela - Correio da Manhã,2017-07-07 03:43:21,https://arquivo.pt/noFrame/replay/20170707034321/http://www.cmjornal.pt/opiniao/colunistas/jose-diogo-quintela/detalhe/veio-o-zeca-diabo
incêndio,www.cmjornal.pt,2017,Veio o Zeca Diabo - José Diogo Quintela - Correio da Manhã,2017-07-07 03:43:41,https://arquivo.pt/noFrame/replay/20170707034341/http://www.cmjornal.pt/opiniao/colunistas/jose-diogo-quintela/detalhe/veio-o-zeca-diabo?act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Livro escolar mostra rei da Arábia Saudita com Yoda - Insólitos - Correio da Manhã,2017-10-28 00:29:01,https://arquivo.pt/noFrame/replay/20171028002901/http://www.cmjornal.pt/insolitos/detalhe/livro-escolar-mostra-rei-da-arabia-saudita-com-yoda
incêndio,www.cmjornal.pt,2017,Papa exorta bispos a terem tolerância zero com abusos sexuais - Vídeos - Correio da Manhã,2017-01-05 21:09:02,https://arquivo.pt/noFrame/replay/20170105210902/http://www.cmjornal.pt/multimedia/videos/detalhe/papa-exorta-bispos-a-terem-tolerancia-zero-com-abusos-sexuais?ref=HP_Multimedia&act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Zoomarine quer evitar extinção da vaquita - Cidades - Correio da Manhã,2017-07-10 04:49:23,https://arquivo.pt/noFrame/replay/20170710044923/http://www.cmjornal.pt/portugal/cidades/detalhe/zoomarine-quer-evitar-extincao-da-vaquita?ref=cidades_MaisVistas
incêndio,www.cmjornal.pt,2017,"Zidane diz que ""Cristiano tem ambição para a sexta e a sétima Bola de Ouro"" - Cm ao Minuto - Correio",2017-12-01 21:07:13,https://arquivo.pt/noFrame/replay/20171201210713/http://www.cmjornal.pt/cm-ao-minuto/detalhe/cristiano-tem-ambicao-para-a-sexta-e-a-setima-bola-de-ouro---zidane
incêndio,www.cmjornal.pt,2017,Cinco traficantes com 32 quilogramas de cornos de rinoceronte presos na Zâmbia - Mundo - Correio da ,2017-07-30 22:50:50,https://arquivo.pt/noFrame/replay/20170730225050/http://www.cmjornal.pt/mundo/detalhe/cinco-traficantes-com-32-quilogramas-de-cornos-de-rinoceronte-presos-na-zambia
incêndio,www.cmjornal.pt,2017,Xadas depena Canarinhos - Futebol - Correio da Manhã,2017-10-02 20:46:40,https://arquivo.pt/noFrame/replay/20171002204640/http://www.cmjornal.pt/desporto/futebol/detalhe/xadas-depena-canarinhos?ref=HP_Desporto&act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Vice-presidente do Zimbabué foi demitido - Mundo - Correio da Manhã,2017-11-06 18:28:59,https://arquivo.pt/noFrame/replay/20171106182859/http://www.cmjornal.pt/mundo/detalhe/vice-presidente-do-zimbabue-foi-demitido
incêndio,www.cmjornal.pt,2017,Temperaturas abaixo de zero e previsão de neve já para hoje - Sociedade - Correio da Manhã,2017-01-14 03:38:52,https://arquivo.pt/noFrame/replay/20170114033852/http://www.cmjornal.pt/sociedade/detalhe/temperaturas-abaixo-de-zero-e-previsao-de-neve-ja-para-hoje?ref=sociedade_MaisVistas
incêndio,www.cmjornal.pt,2017,Morre atacado por tigres ao saltar vedação do zoo - Cm ao Minuto - Correio da Manhã,2017-01-30 23:56:17,https://arquivo.pt/noFrame/replay/20170130235617/http://www.cmjornal.pt/cm-ao-minuto/detalhe/morre-atacado-por-tigres-ao-saltar-vedacao-do-zoo
incêndio,www.cmjornal.pt,2017,Zoomarine quer evitar extinção da vaquita - Cidades - Correio da Manhã,2017-07-13 01:17:58,https://arquivo.pt/noFrame/replay/20170713011758/http://www.cmjornal.pt/portugal/cidades/detalhe/zoomarine-quer-evitar-extincao-da-vaquita
incêndio,www.cmjornal.pt,2017,Advogado apresenta queixa à ONU por desaparecimento de viúva de Liu Xiaobo - Cm ao Minuto - Correio ,2017-08-04 00:14:14,https://arquivo.pt/noFrame/replay/20170804001414/http://www.cmjornal.pt/cm-ao-minuto/detalhe/advogado-apresenta-queixa-a-onu-por-desaparecimento-de-viuva-de-liu-xiaobo
incêndio,www.cmjornal.pt,2017,Zidane diz que gostaria de continuar a contar com Pepe - Desporto - Correio da Manhã,2017-01-04 07:52:33,https://arquivo.pt/noFrame/replay/20170104075233/http://www.cmjornal.pt/desporto/detalhe/zidane-diz-que-gostaria-de-continuar-a-contar-com-pepe?ref=futebol_outras&act=0&est=Aberto
incêndio,www.cmjornal.pt,2017,Milhares nas ruas pedem democracia e libertação de Liu Xiaobo - Mundo - Correio da Manhã,2017-07-02 00:10:08,https://arquivo.pt/noFrame/replay/20170702001008/http://www.cmjornal.pt//mundo/detalhe/milhares-nas-ruas-pedem-democracia-e-libertacao-de-liu-xiaobo
incêndio,www.sapo.pt,2017,Controlado incêndio em torre residencial no Dubai - Internacional — SAPO,2017-08-15 15:28:55,https://arquivo.pt/noFrame/replay/20170815152855/http://www.sapo.pt/noticias/controlado-incendio-em-torre-residencial-no_598431e25e28b30728870262
incêndio,www.sapo.pt,2017,Incêndio de Pedrógão Grande já tem um arguido - Economia — SAPO,2017-12-13 16:34:17,https://arquivo.pt/noFrame/replay/20171213163417/http://www.sapo.pt/noticias/economia/incendio-de-pedrogao-grande-ja-tem-um-arguido_5a2fadf3cf902b8577b8eb60
incêndio,www.sapo.pt,2017,A23 cortada ao trânsito na zona do Fundão devido a incêndio - Economia — SAPO,2017-08-15 17:30:38,https://arquivo.pt/noFrame/replay/20170815173038/http://www.sapo.pt/noticias/economia/a23-cortada-ao-transito-na-zona-do-fundao_599321225e00398a46b7d991
incêndio,www.sapo.pt,2017,Incêndios cortam A1 em Aveiro e A23 em Santarém - Economia — SAPO,2017-08-17 17:30:42,https://arquivo.pt/noFrame/replay/20170817173042/http://www.sapo.pt/noticias/economia/incendios-a1-cortada-na-zona-de-aveiro_5995b40898479a0545832e9c
incêndio,www.sapo.pt,2017,SAPO,2017-12-23 12:26:29,https://arquivo.pt/noFrame/replay/20171223122629/http://www.sapo.pt/?f/x3dCoat_of_Arms_of_Germany.svg/x26w/x3d180/x26r/x3d1
incêndio,www.sapo.pt,2017,Opel Crossland X à venda a partir de 17.980€ - Motores — SAPO,2017-05-19 17:30:07,https://arquivo.pt/noFrame/replay/20170519173007/http://www.sapo.pt/noticias/motores/opel-crossland-x-a-venda-a-partir-de-17-980_591dd7f32bb270331931cf40
incêndio,www.cmjornal.pt,2018,Xutos anunciam novo álbum já este ano - Cultura - Correio da Manhã,2018-01-13 22:51:32,https://arquivo.pt/noFrame/replay/20180113225132/http://www.cmjornal.pt/cultura/detalhe/xutos-anunciam-novo-album-ja-este-ano?ref=Contacte-nos_BlocoTopoPagina
incêndio,www.cmjornal.pt,2018,Homem morre em passagem de nível em Vila Franca de Xira - Portugal - Correio da Manhã,2018-01-14 23:39:42,https://arquivo.pt/noFrame/replay/20180114233942/http://www.cmjornal.pt/portugal/detalhe/homem-morre-em-passagem-de-nivel-em-vila-franca-de-xira-linha-do-norte-interrompida-no-sentido-norte-sul?Ref=DET_noticiasceccao
incêndio,www.cmjornal.pt,2018,Xutos anunciam novo álbum já este ano - Cultura - Correio da Manhã,2018-01-13 23:05:47,https://arquivo.pt/noFrame/replay/20180113230547/http://www.cmjornal.pt/cultura/detalhe/xutos-anunciam-novo-album-ja-este-ano?ref=Cm%20ao%20Minuto_BlocoTopoPagina
incêndio,www.cmjornal.pt,2018,A sede de justiça cega - Rui Zink - Correio da Manhã,2018-04-15 10:32:39,https://arquivo.pt/noFrame/replay/20180415103239/http://www.cmjornal.pt/opiniao/colunistas/rui-zink/detalhe/a-sede-de-justica-cega?ref=colunistas_outros_Rel&act=0&est=Premium
incêndio,www.cmjornal.pt,2018,Cristaliza-me o zeitgeist - José Diogo Quintela - Correio da Manhã,2018-04-15 08:58:03,https://arquivo.pt/noFrame/replay/20180415085803/http://www.cmjornal.pt/opiniao/colunistas/jose-diogo-quintela/detalhe/cristaliza-me-o-zeitgeist?ref=opiniao_destaque
incêndio,www.cmjornal.pt,2018,Bava e Granadeiro suspeitos de receberem 20 milhões cada um - Portugal - Correio da Manhã,2018-04-13 14:31:14,https://arquivo.pt/noFrame/replay/20180413143114/http://www.cmjornal.pt/portugal/detalhe/bolo-de-40-milhoes-para-zeinal-bava-e-granadeiro
incêndio,www.cmjornal.pt,2018,Bava e Granadeiro suspeitos de receberem 20 milhões cada um - Portugal - Correio da Manhã,2018-04-13 14:31:26,https://arquivo.pt/noFrame/replay/20180413143126/http://www.cmjornal.pt/portugal/detalhe/bolo-de-40-milhoes-para-zeinal-bava-e-granadeiro?act=0&est=Premium
incêndio,www.cmjornal.pt,2018,Reiki e Yoga utilizados de foram terapêutica para ajudar crianças com necessidades especiais - Cm ao,2018-04-13 16:18:45,https://arquivo.pt/noFrame/replay/20180413161845/http://www.cmjornal.pt/cm-ao-minuto/detalhe/reiki-e-yoga-utilizados-de-foram-terapeutica-para-ajudar-criancas-com-necessidades-especiais
incêndio,www.cmjornal.pt,2018,Caça aos Ovos no Jardim Zoológico - Tendências - Correio da Manhã,2018-04-13 12:56:40,https://arquivo.pt/noFrame/replay/20180413125640/http://www.cmjornal.pt/boa-vida/tendencias/detalhe/caca-aos-ovos-no-jardim-zoologico?act=0&est=Aberto
incêndio,www.cmjornal.pt,2018,Zenit de Luís Neto vence Supertaça da Rússia - Futebol - Correio da Manhã,2018-04-13 12:17:18,https://arquivo.pt/noFrame/replay/20180413121718/http://www.cmjornal.pt/desporto/futebol/detalhe/zenit_de_luis_neto_vence_supertaca_da_russia?ref=Economia_BlocoFimPagina&act=0&est=Aberto
incêndio,www.cmjornal.pt,2018,Zenit de Luís Neto vence Supertaça da Rússia - Futebol - Correio da Manhã,2018-04-13 12:17:07,https://arquivo.pt/noFrame/replay/20180413121707/http://www.cmjornal.pt/desporto/futebol/detalhe/zenit_de_luis_neto_vence_supertaca_da_russia?ref=Economia_BlocoFimPagina
incêndio,www.cmjornal.pt,2018,Coro canta ‘Xutos & Pontapés’ e recorda Zé Pedro durante missa - Portugal - Correio da Manhã,2018-04-13 14:53:15,https://arquivo.pt/noFrame/replay/20180413145315/http://www.cmjornal.pt/portugal/detalhe/coro-canta-xutos--pontapes-e-recorda-ze-pedro-durante-missa
incêndio,www.cmjornal.pt,2018,Rui Zink - Correio da Manhã,2018-05-01 12:48:22,https://arquivo.pt/noFrame/replay/20180501124822/http://www.cmjornal.pt/opiniao/colunistas/rui-zink/
incêndio,www.cmjornal.pt,2018,"ERC denuncia JN por publicar comentários ""racistas e xenófobos"" - Tv Media - Correio da Manhã",2018-01-11 23:52:04,https://arquivo.pt/noFrame/replay/20180111235204/http://www.cmjornal.pt/tv-media/detalhe/erc-denuncia-jn-por-publicar-comentarios-racistas-e-xenofobos
incêndio,www.cmjornal.pt,2018,Cristiano descansa em antigo palácio do século XVIII - Futebol - Correio da Manhã,2018-06-23 14:29:20,https://arquivo.pt/noFrame/replay/20180623142920/http://www.cmjornal.pt/desporto/futebol/detalhe/cristiano-descansa-em-antigo-palacio-do-seculo-xviii
incêndio,www.cmjornal.pt,2018,Neil Young critica Google por explorar músicos - Tecnologia - Correio da Manhã,2018-02-27 19:51:11,https://arquivo.pt/noFrame/replay/20180227195111/http://www.cmjornal.pt/tecnologia/detalhe/neil-young-critica-google-por-explorar-musicos
incêndio,www.cmjornal.pt,2018,"""Curada"" de cancro e lesbianismo com dieta morre - Mundo - Correio da Manhã",2018-02-21 18:23:03,https://arquivo.pt/noFrame/replay/20180221182303/http://www.cmjornal.pt//mundo/detalhe/youtuber-curada-de-cancro-e-lesbianismo-com-dieta-morre
queimada,www.cmjornal.pt,2017,Mulher morre queimada com caramelo derretido,2017-10-24 20:03:01,https://arquivo.pt/noFrame/replay/20171024200301/http://www.cmjornal.pt/mundo/amp/mulher-morre-queimada-por-caramelo-derretido
queimada,www.cmjornal.pt,2017,Tiroteio em zona industrial de Orlando faz cinco mortos - Mundo - Correio da Manhã,2017-06-06 01:24:31,https://arquivo.pt/noFrame/replay/20170606012431/http://www.cmjornal.pt/mundo/detalhe/tiroteio-em-zona-industrial-de-orlando-faz-varios-mortos?ref=Portugal_BlocoTopoPagina
queimada,www.cmjornal.pt,2017,Tiroteio em zona industrial de Orlando faz cinco mortos - Mundo - Correio da Manhã,2017-06-05 23:30:39,https://arquivo.pt/noFrame/replay/20170605233039/http://www.cmjornal.pt/mundo/detalhe/tiroteio-em-zona-industrial-de-orlando-faz-varios-mortos?ref=Sociedade_BlocoTopoPagina
queimada,www.cmjornal.pt,2017,Operação Marquês: Zeinal Bava e Henrique Granadeiro constituidos arguidos - Cm ao Minuto - Correio d,2017-02-25 04:56:43,https://arquivo.pt/noFrame/replay/20170225045643/http://www.cmjornal.pt/cm-ao-minuto/detalhe/operacao-marques-zeinal-bava-e-henrique-granadeiro-constituidos-arguidos?ref=cmaominuto_timeline&act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Rússia vence a Nova Zelândia no jogo de abertura - Taça das Confederações - Correio da Manhã,2017-06-19 20:44:32,https://arquivo.pt/noFrame/replay/20170619204432/http://www.cmjornal.pt/desporto/taca-das-confederacoes/detalhe/russia-vence-a-nova-zelandia-no-jogo-de-abertura?ref=HP_Desporto&act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Espanhóis dão como certo ida de Pepe para o PSG - Futebol - Correio da Manhã,2017-06-06 00:34:07,https://arquivo.pt/noFrame/replay/20170606003407/http://www.cmjornal.pt/desporto/futebol/detalhe/danny-deixa-zenit-sao-petersburgo?ref=Famosos_BlocoTopoPagina
queimada,www.cmjornal.pt,2017,Espanhóis dão como certo ida de Pepe para o PSG - Futebol - Correio da Manhã,2017-06-05 22:02:16,https://arquivo.pt/noFrame/replay/20170605220216/http://www.cmjornal.pt/desporto/futebol/detalhe/danny-deixa-zenit-sao-petersburgo?ref=Lei%20da%20Transpar%C3%AAncia_BlocoTopoPagina
queimada,www.cmjornal.pt,2017,Granadeiro e Bava arguidos na Operação Marquês - Portugal - Correio da Manhã,2017-02-25 05:57:11,https://arquivo.pt/noFrame/replay/20170225055711/http://www.cmjornal.pt/portugal/detalhe/zeinal-bava-e-granadeiro-arguidos-da-operacao-marques?ref=Portugal_BlocoFimPagina
queimada,www.cmjornal.pt,2017,Imagine que Yoko é autora do sucesso de John Lennon - Domingo - Correio da Manhã,2017-06-25 19:42:27,https://arquivo.pt/noFrame/replay/20170625194227/http://www.cmjornal.pt/mais-cm/domingo/detalhe/imagine-que-yoko-e-autora-do-sucesso-de-john-lennon?ref=Bloco_CMAoMinuto&act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Shaquille O'Neal que ser xerife - Modalidades - Correio da Manhã,2017-05-10 06:46:56,https://arquivo.pt/noFrame/replay/20170510064656/http://www.cmjornal.pt/desporto/modalidades/detalhe/shaquille-oneal-que-ser-xerife
queimada,www.cmjornal.pt,2017,Shaquille O'Neal que ser xerife - Modalidades - Correio da Manhã,2017-05-10 06:46:45,https://arquivo.pt/noFrame/replay/20170510064645/http://www.cmjornal.pt/desporto/modalidades/detalhe/shaquille-oneal-que-ser-xerife?ref=desporto_outras
queimada,www.cmjornal.pt,2017,Papa emérito Bento XVI celebrou 90 anos numa festa com delegação da Baviera - Sociedade - Correio da,2017-04-19 01:00:36,https://arquivo.pt/noFrame/replay/20170419010036/http://www.cmjornal.pt/sociedade/detalhe/papa-emerito-bento-xvi-celebrou-90-anos-numa-festa-com-delegacao-da-baviera?Ref=DET_noticiasceccao&act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Dois espiões russos acusados de ataque informático à Yahoo - Mundo - Correio da Manhã,2017-03-15 19:59:11,https://arquivo.pt/noFrame/replay/20170315195911/http://www.cmjornal.pt/mundo/detalhe/dois-espioes-russos-acusados-de-ataque-informatico-a-yahoo?ref=Bloco_CMAoMinuto
queimada,www.cmjornal.pt,2017,Dois espiões russos acusados de ataque informático à Yahoo - Mundo - Correio da Manhã,2017-03-15 23:57:15,https://arquivo.pt/noFrame/replay/20170315235715/http://www.cmjornal.pt/mundo/detalhe/dois-espioes-russos-acusados-de-ataque-informatico-a-yahoo?ref=Mundo_BlocoTopoPagina&act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Operadora angolana Zap suspende difusão de SIC Notícias e SIC Internacional - Tv Media - Correio da ,2017-03-16 01:18:23,https://arquivo.pt/noFrame/replay/20170316011823/http://www.cmjornal.pt/tv-media/detalhe/operadora-angolana-zap-suspende-difusao-de-sic-noticias-e-sic-internacional?Ref=DET_noticiasceccao
queimada,www.cmjornal.pt,2017,Mulher colhida mortalmente por comboio em Vila Franca de Xira - Portugal - Correio da Manhã,2017-11-18 23:39:34,https://arquivo.pt/noFrame/replay/20171118233934/http://www.cmjornal.pt/portugal/detalhe/mulher-colhida-mortalmente-por-comboio-em-vila-franca-de-xira
queimada,www.cmjornal.pt,2017,Acidente com camião corta A1 em Vila Franca de Xira - Portugal - Correio da Manhã,2017-12-21 18:13:25,https://arquivo.pt/noFrame/replay/20171221181325/http://www.cmjornal.pt/portugal/detalhe/transito--acidente-com-camiao-corta-a1-no-sentido-norte-sul-em-vila-franca-de-xira?act=0&est=Aberto
queimada,www.cmjornal.pt,2017,Portugal goleia Nova Zelândia e está nas meias-finais da Taça das Confederações - Futebol - Correio ,2017-06-26 01:21:22,https://arquivo.pt/noFrame/replay/20170626012122/http://www.cmjornal.pt/desporto/futebol/detalhe/conheca-o-11-de-portugal-no-jogo-contra-a-nova-zelandia?Ref=DET_noticiasceccao
queimada,www.cmjornal.pt,2017,Youtuber mata namorado em direto - Mundo - Correio da Manhã,2017-12-21 18:08:51,https://arquivo.pt/noFrame/replay/20171221180851/http://www.cmjornal.pt//mundo/detalhe/youtuber-mata-namorado-em-direto
queimada,www.cmjornal.pt,2017,"Zezé Camarinha diz ter provas que ""Betty é um homem"" - Cm ao Minuto - Correio da Manhã",2017-11-17 22:11:49,https://arquivo.pt/noFrame/replay/20171117221149/http://www.cmjornal.pt/cm-ao-minuto/detalhe/zeze-camarinha-diz-ter-provas-que-betty-grafstein-e-um-homem?ref=Lei%20da%20Transpar%C3%AAncia_BlocoTopoPagina
queimada,www.sapo.pt,2017,Motores — SAPO,2017-04-26 17:25:25,https://arquivo.pt/noFrame/replay/20170426172525/http://www.sapo.pt/noticias/motores/dragsters-400-metros-de-borracha-queimada_5900c241fb250a13368de8ea
queimada,www.sapo.pt,2017,Motores — SAPO,2017-04-26 17:25:36,https://arquivo.pt/noFrame/replay/20170426172536/http://www.sapo.pt/noticias/motores/atencao-ferrari-488-gto-a-vista_5900ba38fb250a13368de0f8
queimada,www.sapo.pt,2017,Motores — SAPO,2017-04-26 17:27:37,https://arquivo.pt/noFrame/replay/20170426172737/http://www.sapo.pt/noticias/motores/bmw-m550d-xdrive-o-seis-cilindros-diesel-mais_59006c486acebf09363796e6
queimada,www.sapo.pt,2017,Motores — SAPO,2017-04-26 17:39:47,https://arquivo.pt/noFrame/replay/20170426173947/http://www.sapo.pt/noticias/motores/vitor-pascoal-fora-da-zona-de-conforto-e-sem-_58fe37d01c719e617d3c4cdc
queimada,www.cmjornal.pt,2018,XXXTentacion confessa antes de morrer que agrediu a namorada e esfaqueou oito pessoas - Mundo - Corr,2018-10-27 03:25:51,https://arquivo.pt/noFrame/replay/20181027032551/http://www.cmjornal.pt/mundo/detalhe/xxxtentacion-confessa-agressoes-a-namorada-e-ter-esfaquedo-oito-pessoas-antes-de-morrer?ref=cmaominuto_timeline&act=0&est=Aberto
queimada,www.cmjornal.pt,2018,Pedido de desculpas de Zuckerberg não convence Europa - Tv Media - Correio da Manhã,2018-05-25 02:41:41,https://arquivo.pt/noFrame/replay/20180525024141/http://www.cmjornal.pt/tv-media/detalhe/pedido-de-desculpas-de-zuckerberg-nao-convence-europa?ref=DET_relacionadas
queimada,www.cmjornal.pt,2018,Pedido de desculpas de Zuckerberg não convence Europa - Tv Media - Correio da Manhã,2018-05-25 02:42:16,https://arquivo.pt/noFrame/replay/20180525024216/http://www.cmjornal.pt/tv-media/detalhe/pedido-de-desculpas-de-zuckerberg-nao-convence-europa
queimada,www.cmjornal.pt,2018,Concentração de motos com Jorge Palma e Xutos - Cidades - Correio da Manhã,2018-06-03 07:01:34,https://arquivo.pt/noFrame/replay/20180603070134/http://www.cmjornal.pt/portugal/cidades/detalhe/concentracao-de-motos-com-jorge-palma-e-xutos?ref=cidades_outras&act=0&est=Aberto
queimada,www.cmjornal.pt,2018,Concentração de motos com Jorge Palma e Xutos - Cidades - Correio da Manhã,2018-06-03 07:01:14,https://arquivo.pt/noFrame/replay/20180603070114/http://www.cmjornal.pt/portugal/cidades/detalhe/concentracao-de-motos-com-jorge-palma-e-xutos?ref=cidades_outras
queimada,www.cmjornal.pt,2018,Cria de girafa é a nova residente do Jardim Zoológico de Lisboa - Cultura - Correio da Manhã,2018-01-31 19:47:09,https://arquivo.pt/noFrame/replay/20180131194709/http://www.cmjornal.pt/cultura/detalhe/cria-de-girafa-e-a-nova-residente-do-jardim-zoologico-de-lisboa?ref=Bloco_CMAoMinuto
queimada,www.cmjornal.pt,2018,Dois mortos à passagem de tempestade na zona centro dos EUA - Mundo - Correio da Manhã,2018-02-26 07:11:46,https://arquivo.pt/noFrame/replay/20180226071146/http://www.cmjornal.pt/mundo/detalhe/dois-mortos-a-passagem-de-tempestade-na-zona-centro-dos-estados-unidos?ref=mundo_outras&act=0&est=Aberto
queimada,www.cmjornal.pt,2018,Gripe obriga a alargar horários na zona Oeste - Cidades - Correio da Manhã,2018-01-10 07:23:49,https://arquivo.pt/noFrame/replay/20180110072349/http://www.cmjornal.pt/portugal/cidades/detalhe/gripe-obriga-a-alargar-horarios-na-zona-oeste?ref=cidades_outras&act=0&est=Aberto
