termo,site,ano,titulo,data,link,link_base
incêndio,www.publico.pt,2019,Chumbadas propostas para afastar Zuckerberg da liderança do Facebook | Redes sociais | PÚBLICO,2019-09-05 19:17:43,https://arquivo.pt/noFrame/replay/20190905191743/https://www.publico.pt/2019/05/31/tecnologia/noticia/propostas-afastar-zuckerberg-lideranca-facebook-chumbadas-1874826,
incêndio,www.publico.pt,2019,Fundador da Blackwater cria centro de treino em Xinjiang... para quê? | China | PÚBLICO,2019-02-02 20:25:58,https://arquivo.pt/noFrame/replay/20190202202558/https://www.publico.pt/2019/02/01/mundo/noticia/fundador-blackwater-cria-centro-treino-xinjiang-1860436,
incêndio,www.publico.pt,2019,Fundador da Blackwater cria centro de treino em Xinjiang... para quê? | China | PÚBLICO,2019-02-02 21:13:51,https://arquivo.pt/noFrame/replay/20190202211351/https://www.publico.pt/2019/02/01/mundo/noticia/fundador-blackwater-cria-centro-treino-xinjiang-1860436?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+PublicoMundo+%28Publico.pt+-+Mundo%29,
incêndio,www.publico.pt,2019,“Volta para a tua terra”: comparar os tempos sombrios actuais com os do século XX | Opinião | PÚBLIC,2019-07-23 11:56:18,https://arquivo.pt/noFrame/replay/20190723115618/https://www.publico.pt/2019/07/23/mundo/opiniao/volta-terra-comparar-tempos-sombrios-actuais-seculo-xx-1880824,
incêndio,www.publico.pt,2019,André Ventura rejeita racismo e xenofobia em declaração de princípios do Chega | Chega | PÚBLICO,2019-07-27 03:16:50,https://arquivo.pt/noFrame/replay/20190727031650/https://www.publico.pt/2019/01/23/politica/noticia/andre-ventura-rejeita-racismo-xenofobia-declaracao-principios-chega-1859095,
incêndio,www.publico.pt,2019,"Futebol? Política? Não, os Óscares foram o tema mais discutido pelos portugueses no Facebook em 2018",2019-07-26 19:50:18,https://arquivo.pt/noFrame/replay/20190726195018/https://www.publico.pt/2018/12/27/tecnologia/noticia/facebook-year-in-review-1855984,
incêndio,www.publico.pt,2019,CDS vai solicitar acesso a relatório integral e reunir-se com Xavier Viegas | Tragédia em Pedrógão G,2019-10-14 15:37:40,https://arquivo.pt/noFrame/replay/20191014153740/https://www.publico.pt/2017/11/28/politica/noticia/cds-vai-solicitar-acesso-a-relatorio-integral-e-reunirse-com-xavier-viegas-1794187,
incêndio,www.publico.pt,2019,"PÚBLICO 29 Anos | O século XXI não será fascista. Será outra coisa, que desconhecemos | PÚBLICO",2019-03-08 21:14:37,https://arquivo.pt/noFrame/replay/20190308211437/https://www.publico.pt/2019/03/05/mundo/noticia/seculo-xxi-nao-sera-fascista-sera-desconhecemos-1864100/amp,
incêndio,www.publico.pt,2019,"PÚBLICO 29 Anos | O século XXI não será fascista. Será outra coisa, que desconhecemos | PÚBLICO",2019-03-19 20:31:28,https://arquivo.pt/noFrame/replay/20190319203128/https://www.publico.pt/2019/03/05/mundo/noticia/seculo-xxi-nao-sera-fascista-sera-desconhecemos-1864100/amp,
incêndio,www.publico.pt,2019,¡Revolución y Muerte! | Opinião | PÚBLICO,2019-09-05 20:11:19,https://arquivo.pt/noFrame/replay/20190905201119/https://www.publico.pt/2019/09/04/politica/opiniao/revolucion-y-muerte-1885501,
incêndio,www.publico.pt,2019,"O rosto do sucesso da Zara | Ana Paula Moutela, a gestora portuguesa que internacionalizou a Zara | ",2019-12-18 15:33:04,https://arquivo.pt/noFrame/replay/20191218153304/https://www.publico.pt/2008/05/30/economia/noticia/o-rosto-do-sucesso-da-zara-1330627,
incêndio,www.publico.pt,2019,"O “stalking ” não é uma doença, mas um crime cada vez mais denunciado | Comportamento | PÚBLICO",2019-02-02 20:19:37,https://arquivo.pt/noFrame/replay/20190202201937/https://www.publico.pt/2019/02/02/culto/noticia/you-retrato-crime-stalking-1858498,
incêndio,www.publico.pt,2019,"Morreu Zeca Mendonça, antigo assessor do PSD | Óbito | PÚBLICO",2019-07-26 18:35:03,https://arquivo.pt/noFrame/replay/20190726183503/https://www.publico.pt/2019/03/28/politica/noticia/morreu-zeca-mendonca-antigo-assessor-psd-1867232,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Incêndio - Correio da Manhã,2019-11-05 02:18:21,https://arquivo.pt/noFrame/replay/20191105021821/https://www.cmjornal.pt/maissobre/inc%C3%AAndio,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Incêndio - Correio da Manhã,2019-07-23 20:05:17,https://arquivo.pt/noFrame/replay/20190723200517/https://www.cmjornal.pt/maissobre/inc%C3%AAndio,
incêndio,www.cmjornal.pt,2019,Tripulação portuguesa do NRP Zaire ajuda a combater incêndio em navio no porto de São Tomé - Mundo -,2019-05-22 13:42:51,https://arquivo.pt/noFrame/replay/20190522134251/https://www.cmjornal.pt/mundo/amp/tripulacao-portuguesa-do-nrp-zaire-ajuda-a-combater-incendio-em-navio-no-porto-de-sao-tome,
incêndio,www.cmjornal.pt,2019,Tripulação portuguesa do NRP Zaire ajuda a combater incêndio em navio no porto de São Tomé - Mundo -,2019-05-22 13:42:40,https://arquivo.pt/noFrame/replay/20190522134240/https://www.cmjornal.pt/mundo/detalhe/tripulacao-portuguesa-do-nrp-zaire-ajuda-a-combater-incendio-em-navio-no-porto-de-sao-tome?ref=DET_MaisVistasArea,
incêndio,www.cmjornal.pt,2019,Incêndio consome zona de pinhal em Valongo - Portugal - Correio da Manhã,2019-04-21 20:01:00,https://arquivo.pt/noFrame/replay/20190421200100/https://www.cmjornal.pt/portugal/detalhe/incendio-consome-zona-de-pinhal-em-valongo?ref=Tv%20Media_BlocoTopoPagina,
incêndio,www.cmjornal.pt,2019,Incêndio consome zona de pinhal em Valongo - Portugal - Correio da Manhã,2019-04-22 04:07:04,https://arquivo.pt/noFrame/replay/20190422040704/https://www.cmjornal.pt/portugal/detalhe/incendio-consome-zona-de-pinhal-em-valongo?ref=Sociedade_BlocoFimPagina&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Volodymyr Zelensky - Correio da Manhã,2019-05-22 15:36:44,https://arquivo.pt/noFrame/replay/20190522153644/https://www.cmjornal.pt/maissobre/volodymyr-zelensky,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Zitamar - Correio da Manhã,2019-05-22 15:13:38,https://arquivo.pt/noFrame/replay/20190522151338/https://www.cmjornal.pt/maissobre/zitamar,
incêndio,www.cmjornal.pt,2019,Eduardo Cabrita: Seria demagogia absoluta dizer que não haverá novos grandes incêndios - Portugal - ,2019-07-24 01:12:07,https://arquivo.pt/noFrame/replay/20190724011207/https://www.cmjornal.pt/portugal/detalhe/eduardo-cabrita-visita-zonas-afetadas-pelos-incendios-e-agradece-ajuda-europeia?utm_medium=Social&utm_source=EnviarAmigo&utm_campaign=BotoesSite&utm_content=EnviarAmigo,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Yanis Varoufakis - Correio da Manhã,2019-05-22 15:34:49,https://arquivo.pt/noFrame/replay/20190522153449/https://www.cmjornal.pt/maissobre/yanis-varoufakis,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Luís Xvi - Correio da Manhã,2019-05-22 15:41:47,https://arquivo.pt/noFrame/replay/20190522154147/https://www.cmjornal.pt/maissobre/lu%C3%ADs-xvi,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Vila Franca De Xira - Correio da Manhã,2019-05-22 16:09:18,https://arquivo.pt/noFrame/replay/20190522160918/https://www.cmjornal.pt/maissobre/vila-franca-de-xira,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Ferreira Do Zêzere - Correio da Manhã,2019-07-24 01:17:44,https://arquivo.pt/noFrame/replay/20190724011744/https://www.cmjornal.pt/maissobre/ferreira-do-z%C3%AAzere,
incêndio,www.cmjornal.pt,2019,Eduardo Cabrita: Seria demagogia absoluta dizer que não haverá novos grandes incêndios - Portugal - ,2019-07-23 17:32:05,https://arquivo.pt/noFrame/replay/20190723173205/https://www.cmjornal.pt/portugal/detalhe/eduardo-cabrita-visita-zonas-afetadas-pelos-incendios-e-agradece-ajuda-europeia,
incêndio,www.cmjornal.pt,2019,Casal que morreu afogado em praia da Zambujeira do Mar ia casar - Portugal - Correio da Manhã,2019-10-10 19:19:35,https://arquivo.pt/noFrame/replay/20191010191935/https://www.cmjornal.pt/portugal/detalhe/casal-que-morreu-afogado-em-praia-da-zambujeira-do-mar-ia-casar?ref=Portugal_MaisVistasSite,
incêndio,www.cmjornal.pt,2019,Casal que morreu afogado em praia da Zambujeira do Mar ia casar - Portugal - Correio da Manhã,2019-10-10 18:14:22,https://arquivo.pt/noFrame/replay/20191010181422/https://www.cmjornal.pt/portugal/detalhe/casal-que-morreu-afogado-em-praia-da-zambujeira-do-mar-ia-casar?ref=HP_MaisLidas,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Xfbml.Parse - Correio da Manhã,2019-05-22 13:55:41,https://arquivo.pt/noFrame/replay/20190522135541/https://www.cmjornal.pt/maissobre/XFBML.parse,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Luís Xavier - Correio da Manhã,2019-05-22 16:23:08,https://arquivo.pt/noFrame/replay/20190522162308/https://www.cmjornal.pt/maissobre/lu%C3%ADs-xavier,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Volodymyr Zelenskiy - Correio da Manhã,2019-05-22 13:38:59,https://arquivo.pt/noFrame/replay/20190522133859/https://www.cmjornal.pt/maissobre/volodymyr-zelenskiy,
incêndio,www.cmjornal.pt,2019,Primeira loja oficial da Xiaomi em Portugal abre a 1 de junho no Porto - Tecnologia - Correio da Man,2019-05-22 13:25:11,https://arquivo.pt/noFrame/replay/20190522132511/https://www.cmjornal.pt/tecnologia/amp/primeira-loja-oficial-da-xiaomi-em-portugal-abre-a-1-de-junho-no-porto,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Xi - Correio da Manhã,2019-05-22 16:15:24,https://arquivo.pt/noFrame/replay/20190522161524/https://www.cmjornal.pt/maissobre/xi,
incêndio,www.cmjornal.pt,2019,Youtuber obriga mãe a beijá-lo na boca para ganhar visualizações na Internet - Mundo - Correio da Ma,2019-05-22 15:02:22,https://arquivo.pt/noFrame/replay/20190522150222/https://www.cmjornal.pt/mundo/amp/youtuber-obriga-mae-a-beija-lo-na-boca-para-ganhar-visualizacoes-na-internet,
incêndio,www.cmjornal.pt,2019,A YAMAHA oferece uma coluna do MusicCast 20 para o seu próprio sistema de áudio surround - Comunicad,2019-06-06 15:52:29,https://arquivo.pt/noFrame/replay/20190606155229/https://www.cmjornal.pt/comunicados-de-imprensa/amp/-a-yamaha-oferece-uma-coluna-do-musiccast-20-para-o-seu-proprio-sistema-de-audio-surround,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Microsoft.Xmlhttp - Correio da Manhã,2019-05-22 13:53:38,https://arquivo.pt/noFrame/replay/20190522135338/https://www.cmjornal.pt/maissobre/Microsoft.XMLHTTP,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Xi Convenção Nacional - Correio da Manhã,2019-05-22 16:15:36,https://arquivo.pt/noFrame/replay/20190522161536/https://www.cmjornal.pt/maissobre/xi-conven%C3%A7%C3%A3o-nacional,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Albertina Xavier - Correio da Manhã,2019-05-22 16:23:19,https://arquivo.pt/noFrame/replay/20190522162319/https://www.cmjornal.pt/maissobre/albertina-xavier,
incêndio,www.cmjornal.pt,2019,Carlos Zorrinho reconduzido na liderança da delegação do PS no Parlamento Europeu - Política - Corre,2019-06-06 16:03:00,https://arquivo.pt/noFrame/replay/20190606160300/https://www.cmjornal.pt/politica/detalhe/europeias-carlos-zorrinho-reconduzido-na-lideranca-da-delegacao-do-ps-no-pe?ref=Mais%20Sobre_BlocoMaisSobre,
incêndio,www.cmjornal.pt,2019,Carlos Zorrinho reconduzido na liderança da delegação do PS no Parlamento Europeu - Política - Corre,2019-06-06 16:03:06,https://arquivo.pt/noFrame/replay/20190606160306/https://www.cmjornal.pt/politica/detalhe/europeias-carlos-zorrinho-reconduzido-na-lideranca-da-delegacao-do-ps-no-pe,
incêndio,www.cmjornal.pt,2019,Youtuber obriga mãe a beijá-lo na boca para ganhar visualizações na Internet - Mundo - Correio da Ma,2019-05-22 15:02:27,https://arquivo.pt/noFrame/replay/20190522150227/https://www.cmjornal.pt/mundo/detalhe/youtuber-obriga-mae-a-beija-lo-na-boca-para-ganhar-visualizacoes-na-internet?ref=Mundo_MaisVistasArea&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,O português dividido entre a advocacia e o boxe em Xangai - Cm ao Minuto - Correio da Manhã,2019-05-24 17:10:11,https://arquivo.pt/noFrame/replay/20190524171011/https://www.cmjornal.pt/cm-ao-minuto/detalhe/o-portugues-dividido-entre-a-advocacia-e-o-boxe-em-xangai,
incêndio,www.cmjornal.pt,2019,Mais Sobre zuckerberg - Correio da Manhã,2019-04-16 19:16:06,https://arquivo.pt/noFrame/replay/20190416191606/https://www.cmjornal.pt//maissobre/zuckerberg,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Vila Franca De Xira - Correio da Manhã,2019-07-10 17:33:47,https://arquivo.pt/noFrame/replay/20190710173347/https://www.cmjornal.pt/maissobre/vila-franca-de-xira,
incêndio,www.cmjornal.pt,2019,A YAMAHA oferece uma coluna do MusicCast 20 para o seu próprio sistema de áudio surround - Comunicad,2019-06-06 15:52:19,https://arquivo.pt/noFrame/replay/20190606155219/https://www.cmjornal.pt/comunicados-de-imprensa/detalhe/-a-yamaha-oferece-uma-coluna-do-musiccast-20-para-o-seu-proprio-sistema-de-audio-surround?ref=Mais%20Sobre_BlocoMaisSobre,
incêndio,www.cmjornal.pt,2019,Irmão de Zidane morre de cancro aos 54 anos - Desporto - Correio da Manhã,2019-07-14 04:04:17,https://arquivo.pt/noFrame/replay/20190714040417/https://www.cmjornal.pt/desporto/detalhe/irmao-de-zidane-morre-de-cancro-aos-54-anos?ref=Modalidades_CmaoMinuto,
incêndio,www.cmjornal.pt,2019,Irmão de Zidane morre de cancro aos 54 anos - Desporto - Correio da Manhã,2019-07-14 03:18:27,https://arquivo.pt/noFrame/replay/20190714031827/https://www.cmjornal.pt/desporto/detalhe/irmao-de-zidane-morre-de-cancro-aos-54-anos?ref=Cidades_BlocoemDestaque&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,Mais Sobre: Mark Zuckerberg - Correio da Manhã,2019-07-19 19:07:49,https://arquivo.pt/noFrame/replay/20190719190749/https://www.cmjornal.pt/maissobre/mark-zuckerberg,
incêndio,www.cmjornal.pt,2019,Semana termina com termómetros a atingirem os zero graus - Clima - Correio da Manhã,2019-11-17 00:23:28,https://arquivo.pt/noFrame/replay/20191117002328/https://www.cmjornal.pt/sociedade/clima/detalhe/semana-termina-com-termometros-a-atingirem-os-zero-graus?ref=Clima_DestaquesPrincipais,
incêndio,www.cmjornal.pt,2019,Zanga entre amigos acaba em morte - Exclusivos - Correio da Manhã,2019-07-14 03:01:51,https://arquivo.pt/noFrame/replay/20190714030151/https://www.cmjornal.pt/exclusivos/detalhe/zanga-entre-amigos-acaba-em-morte,
incêndio,www.cmjornal.pt,2019,Marcano saiu do FC Porto a custo zero e volta por 5 milhões de euros - Exclusivos - Correio da Manhã,2019-07-14 03:00:19,https://arquivo.pt/noFrame/replay/20190714030019/https://www.cmjornal.pt/exclusivos/detalhe/marcano-saiu-do-fc-porto-a-custo-zero-e-volta-por-5-milhoes-de-euros,
incêndio,www.cmjornal.pt,2019,Avião de combate a incêndios despenha-se em Ferreira do Zêzere - Portugal - Correio da Manhã,2019-07-03 19:41:57,https://arquivo.pt/noFrame/replay/20190703194157/https://www.cmjornal.pt/portugal/detalhe/alerta-cm--aviao-de-combate-a-incendios-despenha-se-em-ferreira-do-zezere-unico-ocupante-saiu-ileso?ref=HP_Africa_MaisComentadas,
incêndio,www.cmjornal.pt,2019,Avião de combate a incêndios despenha-se em Ferreira do Zêzere - Portugal - Correio da Manhã,2019-07-03 18:39:26,https://arquivo.pt/noFrame/replay/20190703183926/https://www.cmjornal.pt/portugal/detalhe/alerta-cm--aviao-de-combate-a-incendios-despenha-se-em-ferreira-do-zezere-unico-ocupante-saiu-ileso?ref=HP_CMaoMinuto_7,
incêndio,www.cmjornal.pt,2019,Aumento da atividade do vulcão Whakaari paralisa operações de busca na Nova Zelândia - Mundo - Corre,2019-12-21 00:42:22,https://arquivo.pt/noFrame/replay/20191221004222/https://www.cmjornal.pt/mundo/detalhe/aumento-da-atividade-do-vulcao-whakaari-paralisa-operacoes-de-busca-na-nova-zelandia,
incêndio,www.cmjornal.pt,2019,Madonna elogia as batucadeiras de Cabo Verde em lançamento de nova música do álbum 'Madame X' - Áfri,2019-07-24 01:49:40,https://arquivo.pt/noFrame/replay/20190724014940/https://www.cmjornal.pt/mundo/africa/detalhe/madonna-elogia-as-batucadeiras-de-cabo-verde-em-lancamento-de-nova-musica-do-album-madame-x,
incêndio,www.cmjornal.pt,2019,Madonna elogia as batucadeiras de Cabo Verde em lançamento de nova música do álbum 'Madame X' - Áfri,2019-07-24 01:49:47,https://arquivo.pt/noFrame/replay/20190724014947/https://www.cmjornal.pt/mundo/africa/detalhe/madonna-elogia-as-batucadeiras-de-cabo-verde-em-lancamento-de-nova-musica-do-album-madame-x?ref=HP_Africa_OutrasNoticias1&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,Georgina gera polémica no zoo de Madrid - Famosos - Correio da Manhã,2019-04-22 02:35:17,https://arquivo.pt/noFrame/replay/20190422023517/https://www.cmjornal.pt/famosos/detalhe/giorgina-gera-polemica-no-zoo-de-madrid,
incêndio,www.cmjornal.pt,2019,Bava e Granadeiro suspeitos de receberem 20 milhões cada um - Portugal - Correio da Manhã,2019-12-16 08:33:26,https://arquivo.pt/noFrame/replay/20191216083326/https://www.cmjornal.pt/portugal/detalhe/bolo-de-40-milhoes-para-zeinal-bava-e-granadeiro,
incêndio,www.cmjornal.pt,2019,Zanga entre amigos acaba em morte - Exclusivos - Correio da Manhã,2019-07-24 02:21:38,https://arquivo.pt/noFrame/replay/20190724022138/https://www.cmjornal.pt/exclusivos/detalhe/zanga-entre-amigos-acaba-em-morte,
incêndio,www.cmjornal.pt,2019,FC Porto vence Chelsea e conquista UEFA Youth League - Futebol - Correio da Manhã,2019-05-01 04:30:32,https://arquivo.pt/noFrame/replay/20190501043032/https://www.cmjornal.pt/desporto/futebol/detalhe/fc-porto-vence-chelsea-e-conquista-uefa-youth-league?ref=desporto_outras&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,Ex-moranguito João André revela affair e orgias com Ana Zanatti - Cm ao Minuto - Correio da Manhã,2019-04-24 19:29:42,https://arquivo.pt/noFrame/replay/20190424192942/https://www.cmjornal.pt/cm-ao-minuto/detalhe/ex-moranguito-joao-andre-revela-affair-e-orgias-com-ana-zanatti?ref=Portugal_BlocoTopoPagina&act=0&est=Aberto,
incêndio,www.cmjornal.pt,2019,Mário Machado sem filtro: neonazi e xenófobo em rede social russa - Política - Correio da Manhã,2019-05-19 19:45:51,https://arquivo.pt/noFrame/replay/20190519194551/https://www.cmjornal.pt/politica/detalhe/mario-machado-sem-filtro-neonazi-e-xenofobo-em-rede-social-russa?ref=DET_CMaoMinuto_6,
incêndio,www.cmjornal.pt,2019,Vídeo mostra grupo de gorilas a refugiar-se da chuva no jardim zoológico - Mundo - Correio da Manhã,2019-05-15 17:09:11,https://arquivo.pt/noFrame/replay/20190515170911/https://www.cmjornal.pt/mundo/detalhe/video-mostra-grupo-de-gorilas-a-refugiar-se-da-chuva-no-jardim-zoologico,
